,Comm,Consumer,Energy,Financials,Healthcare,Industrials,Materials,RealEstate,Tech,Utilities
2020-02-05,-0.08422571762217239,0.35707254415686235,0.22641419541792798,-0.25419334162879154,-0.7492506167361824,-0.2929067455099263,-0.32590254630427334,0.07323368887512412,-0.2551038531108032,0.1882675365937673
2020-02-06,-0.19564329768047753,0.21134456518183362,0.5339173210793396,-0.50744488823424,-0.6863809119913363,-0.3226023368937986,-0.2788453489563786,-0.04626931788701121,-0.1694076276999484,0.07906689501304005
2020-02-07,-0.1507804003900897,0.2607656626044731,0.5619180709038784,-0.3948664467770485,-0.5243303859970713,-0.3888869632826933,-0.23894783999933394,0.06018267777015586,0.025487431710012727,0.10259652816638543
2020-02-08,-0.24031932664130692,0.3394292151221993,0.5551538417236939,-0.3967304144129836,-0.42522293162822883,-0.38678489426177426,-0.19294034195850743,-0.03235239378561358,0.06927370288418078,0.09142692704371946
2020-02-09,-0.20206680786154593,-0.0006350095765291997,0.6765983241035917,-0.26283193857431353,-0.46834511314746213,-0.384541084851577,-0.22346910545688786,-0.10481718790319347,0.10271322165352714,0.1439438790008936
2020-02-10,-0.25235631426979754,-0.04329947732133072,0.7679675813029964,-0.22594112716169246,-0.546787345736316,-0.24617899509574034,-0.1371594929447248,-0.1627689600325854,0.2934184050973586,0.030630157815211344
2020-02-11,-0.2256343242241712,-0.054758362544261314,0.6618834401116543,-0.1043575017523176,-0.6088720483655324,-0.26332803447287945,-0.12677275984786004,-0.1575405198622545,0.36047650741324305,0.03753028602841182
2020-02-12,-0.2679036400227704,-0.07630472605556535,0.6103782866424293,-0.037480380404910855,-0.6486019419821253,-0.237913530485133,-0.11412833170667254,-0.10743696180188643,0.31912889560900953,0.043412480395985574
2020-02-13,-0.21551021628533829,-0.13292430231235666,0.506736471720084,0.02929127815014477,-0.5595854460032398,-0.24488293057057609,-0.12028494806514202,0.036343872938511344,0.3206131911657322,0.10040127067679087
2020-02-14,-0.21189368832128747,-0.18070137238368963,0.47600508038139167,0.015111388442284107,-0.5156529765015242,-0.25836565250604027,-0.10871723419875232,0.06982131901727921,0.2585659825557078,0.09902980427790305
2020-02-15,-0.04660899374085116,-0.19839381099626552,0.43266753879097675,0.01927164715959162,-0.43875772494054427,-0.14247314742060044,-0.1340672964916393,0.11202653025541454,0.24623423830530733,0.09874118333385169
2020-02-16,-0.018790095838916523,-0.2595697472161388,0.48982274981156654,-0.0380639404735535,-0.5087892463955844,-0.18086833823383552,-0.15583310643059034,0.14853294076966816,0.23539346589953902,0.09842342160023267
2020-02-17,-0.008461514450468409,-0.19539505267491786,0.46765577439283373,-0.010381826518444541,-0.4071924477560473,-0.20188159351627816,-0.17544453642005445,0.18032421848657382,0.22578208360144306,0.09808364611762786
2020-02-18,0.04270085714232465,-0.14513896581710875,0.4635534576817443,-0.07135418993609748,-0.4170882282335337,-0.22015459569307197,-0.15976291434334064,0.19033372281053793,0.28422048608163997,0.09721192976065145
2020-02-19,0.031277159628514205,-0.09996117356571338,0.40367063191649716,-0.11092193284368498,-0.3637780342060103,-0.24716168615038148,-0.15079021187988442,0.17902058457249068,0.2124256330069361,0.14327079175492374
2020-02-20,0.03401373130125944,-0.05867747561607212,0.41680182552456957,-0.12960812925060877,-0.32368093678964777,-0.20898970996739896,-0.13137508321728147,0.1695704298123674,0.18683256750532265,0.1452751636567018
2020-02-21,0.01510008998055062,-0.049769853382034886,0.4489023904266216,-0.0866104271297723,-0.32024617326141724,-0.20133092842743613,-0.11892860836950307,0.20485859885291474,0.16838676010700823,0.09827912066371416
2020-02-22,0.09587249392181517,-0.026135889872201976,0.40358063669553335,-0.022215264866633017,-0.3289474166827365,-0.1590051117382417,-0.07230406684394572,0.20807405265101156,0.09596169763316646,0.14816881091149142
2020-02-23,0.05482877162805463,0.0015116137482762203,0.32085983259741585,0.011623908386835965,-0.14352334496671137,-0.0666792336358066,0.06176527573465282,0.21163684491452717,-0.07848456018132383,0.20002871788341686
2020-02-24,0.07962670965424683,-0.07255042922194292,0.27893833166646587,0.03144577437701397,-0.15110227103649368,0.028528603041272478,0.05765910718797838,0.2918763206779926,0.0650039984701798,0.2087503942488579
2020-02-25,0.025845213712476795,-0.13114713399668865,0.2076016703792275,-0.05359807442811005,-0.15045096779379064,-0.01068395721804942,0.010937755547338777,0.2632338643068934,0.05495387239658874,0.1462432268665515
2020-02-26,0.022315599329695696,-0.13160909992524344,0.14465463097803943,-0.06772290319839902,-0.16944565643802942,-0.0863212378492048,-0.03034048916100602,0.24668854406785845,0.030918259332436828,0.15323442078593139
2020-02-27,0.07840383761510128,-0.09904030869776277,0.07314794562704827,0.04576635598925328,-0.21244510113723186,-0.0752184283179881,-0.025540595734621602,0.24877090725667816,0.05003803623075983,0.2067451665178978
2020-02-28,0.08970466418977624,-0.13296363867317312,0.018096277759933322,0.016634101548178508,-0.2709403972302652,-0.029393049391326604,-0.038332527324283466,0.1977939377188997,-0.09376820999080777,0.22142002152979282
2020-02-29,0.07905643876080073,-0.27097999241041987,0.008482736816145389,-0.023355305553772417,-0.33006259956660944,0.00558911024299597,-0.08699808133459634,0.18491740580767274,-0.09803918888515845,0.11638287190120493
2020-03-01,0.06076943504643183,-0.12659890747659805,0.07012793647725502,-0.01912566910529544,-0.24775918169302294,-0.014685423816275724,0.006534973545618119,0.28421682947968413,-0.10216942693342002,-0.08116678981452607
2020-03-02,0.1057598044686485,-0.11303112395133216,-0.05052352132697849,-0.08413081221210443,-0.06799097985785428,-0.09948392836286753,-0.06572488830360237,0.2747733311729764,-0.19353021584406382,-0.1874618615726393
2020-03-03,0.1481432161952906,-0.09618583942522681,-0.10035202755668607,-0.14860716274429664,-0.0486228991657126,-0.08071519530925776,-0.027908710263309083,0.27641434145042576,-0.2763219690732538,-0.16034311119216957
2020-03-04,0.1628492082201037,-0.054264201479821667,-0.11311869866506756,-0.25547859103743215,0.05863151683943424,-0.09137631729273636,0.027154708240260148,0.26251107964927156,-0.2836723946435252,-0.19089525883082661
2020-03-05,0.1350943712322453,-0.005871033319266641,-0.05365555652754041,-0.2854928285433267,0.11031895168550905,-0.0574666288308567,0.10214425891229786,0.265240209106445,-0.21037727527676053,-0.15170963843357224
2020-03-06,0.1726661209202012,0.03506860915692187,-0.08593028640705518,-0.28423905472587524,0.10491171289011068,-0.05094944334396719,0.0995215533660988,0.2916315894767492,-0.1771762609472406,-0.15207302456960503
2020-03-07,0.06498752259148308,-0.005677875587585532,-0.11320943967240743,-0.33419108317362617,0.03365423146291342,-0.14716631668831165,0.10054426220870818,0.2633764756072025,-0.19632535364584586,-0.16182667127123082
2020-03-08,-0.057513182304585714,-0.011897890230943401,-0.19145105487805536,-0.18774324154058236,0.15098024220873066,-0.17065376486315934,0.19313192717323913,0.23566057624012476,-0.10189029096578463,-0.17149087847974603
2020-03-09,-0.1189558967158773,-0.04503331061848685,-0.1375336164698147,-0.11700603855762624,0.061846277592184605,-0.26513860019679897,0.23255362532232418,0.2084560793398591,-0.14924498893225732,-0.18106814306210905
2020-03-10,-0.15250151692851083,-0.12410078732497795,-0.2455975723054355,-0.06541314113476653,0.05779474720688579,-0.3031973096879814,0.21408953550462262,0.18499563226970264,-0.32899067158064266,-0.2507154654546019
2020-03-11,-0.17694203779894305,-0.20522142160419662,-0.23919776195498269,-0.03828865838309644,0.026539352283411415,-0.2967803876565322,0.22113015175374315,0.16544800949245844,-0.22178872899274918,-0.277213275535322
2020-03-12,-0.24553569863767533,-0.29348295229355503,-0.2962370489135666,-0.011775214131808496,-0.007871361522864202,-0.32891978752365353,0.21969114950772783,0.24082616473835755,-0.21826492522066596,-0.26919125178294345
2020-03-13,-0.2884897666134772,-0.30552483718067414,-0.35576399308626555,-0.060468046056251466,-0.13914760240496454,-0.4254604098125505,0.14577322463768172,0.14394580910144486,-0.2846501272421796,-0.2883898144186981
2020-03-14,-0.29546850364543276,-0.31569943938772027,-0.25449980797898664,-0.12671057317268083,-0.17259518456939302,-0.43646415133992134,0.1236016984217928,0.10321872515569201,-0.14946186147289198,-0.32571346639556353
2020-03-15,-0.19812950370272042,-0.3326909134766924,-0.30563143946452176,-0.16298099319329643,-0.28981458821971673,-0.5147200342521758,0.09245829739866253,0.011594255197217134,0.10036760006482262,-0.3205677426611195
2020-03-16,-0.26364100224978,-0.40930206859645957,-0.3556183471612573,-0.13748617454370107,-0.17315547976409318,-0.5418939257584596,0.07125734328818528,0.01791347605437928,0.007279378373116786,-0.27766077236302394
2020-03-17,-0.31399269904140065,-0.523054574698126,-0.30859181862430146,-0.11909811288649161,-0.18316542715052245,-0.5206026334753006,0.03530575715633919,-0.03065450840172345,-0.04054021597217927,-0.24458326723005963
2020-03-18,-0.32594016033318474,-0.5397068375732486,-0.2859701852503167,-0.17259015673373418,-0.13981777499479242,-0.5002439317783558,0.08520895710683211,0.03978965380184246,0.012854033391478458,-0.22095499651891895
2020-03-19,-0.3608064010316076,-0.5662593629396773,-0.35330296467013694,-0.2378069871393333,-0.11313399928055164,-0.5105861596547134,0.039966168346390996,0.02770405139779017,-0.102302105649871,-0.22640908472425933
2020-03-20,-0.40336597359493337,-0.5883860405157937,-0.3816263189707285,-0.32042531836784977,-0.09823857358421889,-0.5283570683740189,0.06266870282122596,0.06730156917929551,-0.07285155608775425,-0.24098808363596622
2020-03-21,-0.3801805246345067,-0.4859449431097531,-0.45774252638405094,-0.27778885875017056,-0.05854232057070595,-0.5157570333986703,0.12089372710434572,0.1017160209303822,-0.0615100214240513,-0.15345043029551342
2020-03-22,-0.37851378924409745,-0.40507365418947006,-0.6847816853442502,-0.32091292932966936,-0.014091018454651947,-0.4700492701188162,0.020572785413383192,0.023313090846200212,-0.1113054471319675,0.028780129988111063
2020-03-23,-0.3661763909725268,-0.395501114017042,-0.6377135614233008,-0.15588734819186845,-0.15526141090447443,-0.3978655269173312,0.043930529826664115,0.05305335672084514,-0.15159122912262993,0.17933007828715355
2020-03-24,-0.3707561852581577,-0.41175605250021263,-0.6429151449948846,-0.17409784546393725,-0.16956524088418345,-0.4480948696650608,0.039598465668536004,0.04961849190805134,-0.1033342596245339,0.07935338039590367
2020-03-25,-0.318682243192635,-0.3739037822582674,-0.6027717547819026,-0.019545992766972258,-0.17316827202061774,-0.39928437335015365,0.030212229276781303,0.052543902058255716,1.893144462391686e-05,0.15021292849013618
2020-03-26,-0.2800043016817611,-0.3120323467654088,-0.5625572601863564,-0.025035001576710136,-0.20473568411884932,-0.3893239718896377,0.02213837822953831,0.038997386191290694,-0.05728472270658009,0.12061352669299008
2020-03-27,-0.3061793054908666,-0.280443183798088,-0.5102975124245169,0.02490152306417963,-0.17565513813267356,-0.33348286421134016,0.0255176056983957,0.058025654447464436,-0.01650557393404294,0.09738760974323499
2020-03-28,-0.2573774311963888,-0.17030481096019182,-0.40690858228285215,0.06711260292834563,-0.07702313873709375,-0.32850178541292446,0.09469074553264449,0.1683654183430078,0.03402960971039517,0.15056150903792562
2020-03-29,-0.1336663706806551,-0.16259648672281224,-0.33413378444483866,-0.03766821276039527,-0.08509955408667838,-0.257472519680059,0.07145410973618467,0.1604412357196199,0.04520287532058335,0.20163966518344895
2020-03-30,0.03825942674679376,-0.16243241101669562,-0.33188188635286325,-0.22803241692443246,-0.040538554985527685,-0.07176152637716138,0.023611669258232174,0.3187193150465978,0.19445884696046617,0.1475343038980543
2020-03-31,0.0639812224700002,-0.08043080672036676,-0.2991997069297132,-0.31175361923211675,-0.013789145804051424,-0.035406901022897355,0.043067244745036544,0.3521843820091157,0.35421547969224776,0.27270375918036854
2020-04-01,0.14078772509470014,-0.08884132106108518,-0.2840211422782642,-0.34399817084161166,-0.06014354810686327,-0.012380216229633497,0.08947416458723251,0.3021611977540758,0.27378043626404436,0.1756092364827467
2020-04-02,0.1907419632261657,-0.001843550789100262,-0.2917985933888905,-0.37081450824834683,-0.12308962032623469,-0.02723776275093034,0.05825283312465356,0.17066115843048388,0.31903683825521034,0.10499962322709713
2020-04-03,0.19397838732086864,-0.008051287753635908,-0.3125347667951427,-0.347395780821234,-0.010284710698830619,0.03208628868799349,0.11578900837832487,0.23008118388845636,0.39596230043655195,0.1748466500056523
2020-04-04,0.21797111564836585,0.0023382374851092353,-0.40996336765179753,-0.33202909053614216,0.10954347774042968,-0.07958140613845588,0.1008141303641678,0.24321637172689453,0.2991143732436188,0.16370125079792203
2020-04-05,0.14336759702025773,0.07192869853350983,-0.3777303683907921,-0.4257603170943159,0.17449608795702418,-0.08926722430834848,0.09519314753449218,0.30795011111279424,0.19990577582069252,0.17086069726739306
2020-04-06,0.32683182933933363,0.19325097886323467,-0.2715276525866424,-0.43843621099538527,0.19358572632631046,-0.13828898904753034,0.11317701161029611,0.2754013312221634,0.232158808707393,0.09037767523789719
2020-04-07,0.44946126266712416,0.3761445769801964,-0.19424104014877905,-0.3812458447377913,0.23323796207973985,-0.12732683656596028,0.11481350211817742,0.3551275256887624,0.3673453542004493,0.1775306579175195
2020-04-08,0.48228745659533373,0.4119621435759763,-0.0872924407596414,-0.34143607874861537,0.13990622328801752,-0.042212235091950365,0.19215055418693308,0.3086597959508452,0.3400467414705762,0.13266240425251438
2020-04-09,0.4987652855711615,0.3761614520047069,-0.0024612834311057642,-0.30606481759336895,0.1565661890166457,0.012898719663308548,0.29396409239119226,0.44945644147164887,0.45047170224522,0.08304474625543735
2020-04-10,0.5051039769213256,0.4709365989553469,0.057515388175985574,-0.18942296960207095,0.09692318382678256,0.0034151960672962386,0.30368457146532196,0.4698571232860822,0.5197739619640445,0.13091173723393507
2020-04-11,0.5629880811204345,0.48941859859801484,0.09230999696483051,-0.1521554529650187,0.019661723018877322,-0.08118631008370816,0.29972578860759824,0.44510771328619,0.5617836515034196,0.16844973753173367
2020-04-12,0.6035922114581999,0.38719916068856786,0.14653601948045225,-0.13793472265206516,-0.010920118266925046,-0.14327451836565594,0.36739226211791043,0.42058831473864106,0.5835112682943727,0.17745598082516872
2020-04-13,0.5770971675408455,0.48282127794344454,0.1265350760643973,-0.2224935696700839,0.04955138810101386,-0.2857290860756444,0.3515980231631916,0.38829890282789126,0.6049642548468924,0.03672141117687784
2020-04-14,0.4430443699052241,0.43923100735694026,0.17646711363393092,-0.22917462516349524,0.10483605438666485,-0.24065461503053442,0.2921620790443082,0.34596248105127586,0.6396028513118637,0.08004937538871058
2020-04-15,0.45328491084242195,0.46452335821403473,0.11430082249632918,-0.31661807740279313,0.07445683584971281,-0.24607528902532644,0.21790226676255597,0.4448754012640592,0.6563308070519915,0.033185983468565355
2020-04-16,0.4215740934428631,0.3888080880206159,0.02316636434457682,-0.3404568300745575,-0.04701185995754177,-0.29784385946606406,0.10541084238476914,0.28639216857831623,0.6131927174981736,-0.052343753507235524
2020-04-17,0.47119736533419676,0.3709498066399473,-0.027258970431483124,-0.3914223210065658,-0.04071321010425114,-0.31216610197985345,0.13386752614482336,0.15377503476635904,0.6014070415804534,-0.01005700200031106
2020-04-18,0.4137922596387527,0.37129360099349656,-0.13823634482970112,-0.39345401610009,-0.0728486811700804,-0.3043510906505096,0.15708308447003438,0.10460074277364488,0.5711074407583216,-0.02582203012271812
2020-04-19,0.3853339049008541,0.4610045653818264,-0.14255771324592428,-0.4274363515138814,-0.2668834125554062,-0.31939342767464174,0.17980761121771,0.06033520562138715,0.5160464323325,-0.03974697162343422
2020-04-20,0.31784383004120886,0.46254067767855006,-0.22759982526481923,-0.32359195466993207,-0.3578632651065296,-0.41821339846314887,0.27965684153047926,-0.149693421246107,0.40034517263472125,-0.0269477504286706
2020-04-21,0.2762807495850129,0.4296710080024629,-0.26047504983760633,-0.2256425219848904,-0.41538816305747917,-0.40148128977198994,0.2849495118554611,-0.21454681541643936,0.3532391185022702,-0.11043371658979526
2020-04-22,0.24339307234921884,0.44342528024022765,-0.34522482859153064,-0.2258119825158498,-0.4124568750702722,-0.4009004364359539,0.19951590549556325,-0.15228835280127026,0.2603931998527052,-0.096579299549853
2020-04-23,0.27460389933806467,0.44266643440489134,-0.3365487187755222,-0.2044814832453077,-0.3191054149792403,-0.37982342935253177,0.2621527816015486,-0.08947053735401203,0.2639121919769171,-0.07950029254606125
2020-04-24,0.33877366071957665,0.4941159032891633,-0.2624313447574558,-0.18239075511006528,-0.2675732942242343,-0.27886342868464287,0.278991871651601,-0.06930449962380754,0.2809836801541704,-0.09485610568257118
2020-04-25,0.3107589934001575,0.445523476206673,-0.2511452579506533,-0.22437892276239918,-0.39339761374915694,-0.19649049841955524,0.2503903898886887,-0.11126621398271817,0.33545435470422114,-0.14689444401935103
2020-04-26,0.20085597197182425,0.5021604039143233,-0.3206589500138203,-0.038515384337848936,-0.3354094534187754,-0.22731429933403388,0.22201968613989115,-0.07259422241901431,0.25483399573958576,-0.11893022547509156
2020-04-27,0.163762061280697,0.34412425641619937,-0.3847100979619685,-0.034554626924963895,-0.45273081392873943,-0.12510965163394439,0.19817172171989345,-0.02663978535958718,0.22290475919908262,-0.03216201117167639
2020-04-28,0.1695669998654043,0.2670702135833266,-0.431353277490055,-0.060185550145166626,-0.5370779090839107,-0.11693041273992791,0.2645339254569974,-0.068516714314623,0.19312613711536128,-0.09176110844617286
2020-04-29,0.14846931065947472,0.22065534807983442,-0.5192668032763225,-0.04534714564108681,-0.46768873741201605,-0.16276165202177575,0.1777153241208661,-0.09900041975417995,0.18299344328982148,-0.08170457935828923
2020-04-30,0.15396351044679898,0.3222656177719741,-0.5694664898702126,-0.038098210103374615,-0.4917203701468442,-0.1966407515228025,0.17160424298579682,-0.21011096492372716,0.17263668540189,-0.07457776377475406
2020-05-01,0.1481206552505556,0.2554155066655519,-0.5870105907592127,-0.08156805489434997,-0.40225129460321357,-0.20815122527091157,0.14637503970987797,-0.2763706737059561,0.1546837128837688,-0.14872899750876037
2020-05-02,0.06462809222434626,0.2824503144544299,-0.6165664959185323,-0.14031707017403966,-0.36603815331159867,-0.19634497803281675,0.17367990765333477,-0.22939514413159506,0.07220338873253755,-0.18119201329761273
2020-05-03,-0.05408724437121788,0.19905652659964362,-0.60989634399506,-0.03057190188873582,-0.4723563827185945,-0.20501839659138735,0.09888783880684812,-0.07495950451653084,0.1665853516856955,-0.1756626561574389
2020-05-04,-0.12831063751039418,0.08837001258916197,-0.6305061695007507,-0.034265646043350945,-0.49919553806327793,-0.1154056253633197,0.1430199645554408,0.08407819770261317,0.23196195537053205,-0.006138305981044764
2020-05-05,0.019068077591345718,0.17782949437922793,-0.650401238600215,-0.014509459897744123,-0.5228505584491222,-0.13168642326374572,0.13836956448614646,0.057662797178761424,0.22700701109935537,0.024811458255061047
2020-05-06,-0.03027222612604978,0.10676893335083588,-0.6007230364330333,-0.015860820056861506,-0.5404939983517879,-0.1066116904173446,0.19126023018600563,-0.05927698811046268,0.14578370763419968,0.007260295256316498
2020-05-07,-0.07010413715071737,0.1308186599282337,-0.5211437538788849,-0.002219434476269635,-0.4602230134390204,-0.0868713625218877,0.2231704800399964,0.0006216103930242559,0.18065154768671426,0.048910249368364515
2020-05-08,-0.10052301780632054,0.12102936725425263,-0.45016939931937267,-0.05445135952388683,-0.5155757602650979,-0.11547669873434876,0.21468007016577165,0.1000145629421535,0.1828515117506144,0.030257075153273208
2020-05-09,-0.030567673500939516,0.09166214667581056,-0.3727174265488954,-0.07036085433772842,-0.5788302553546565,-0.10741206098227982,0.1549730489139795,0.04340921841672164,0.2735024144872013,-0.009781992020325819
2020-05-10,-0.007940778799941574,0.042180781301965106,-0.4577779262424175,-0.024094417783358767,-0.37246606655636444,-0.00022421546326112902,0.09584408469147855,0.04334055242821323,0.17748415602888712,-0.08591398729354653
2020-05-11,-0.10135912608334821,0.0474293726080481,-0.35330029521741385,0.025288147167314694,-0.2834556026524374,0.06341808211443781,0.14699483893148158,0.043211222971101214,0.1716361304517716,0.041024876500667475
2020-05-12,-0.03800727932342983,0.029858946322424956,-0.31755830207265817,0.007876704661455583,-0.25827443339764306,0.11402119403494296,0.1339114989788913,0.04371462428995058,0.18497158187468124,0.037927349741141744
2020-05-13,-0.0466648899926606,0.07972240807752064,-0.2168974762397187,-0.037069596908459,-0.2923376982465545,0.09242267230813506,0.1673107331453708,-0.06473164694448379,0.2599170422744515,0.09781591510768857
2020-05-14,-0.0647560352152639,0.0343957827281999,-0.2274090649042935,-0.03412814713800026,-0.3306989917472626,0.061430675223515536,0.1252466420176048,-0.03779119221785394,0.23020204742437367,0.1799728032231969
2020-05-15,-0.06029115417675197,0.026691037801254487,-0.30273093473500023,-0.0481395809323504,-0.36501637782828666,0.008109334950812699,0.12974785741418013,-0.04951865198581148,0.20986121830613114,0.1755252607655712
2020-05-16,-0.05377669263338421,0.05254947880847617,-0.2646402367417428,0.03832556630027831,-0.3724266651909516,-0.006754855280981641,0.19863604445283978,-0.0824369476470248,0.20373454063368815,0.206213660203449
2020-05-17,0.011807334260622446,0.04810381979535676,-0.14121158009965923,-0.07105512396343416,-0.4539795283254106,0.15941355392905537,0.36194683337515476,-0.19537646077404786,0.2526704425290556,0.09753031016201076
2020-05-18,-0.024546871024503876,0.22898899366052358,-0.14178402815869381,-0.017455118496653228,-0.4024170362582487,0.0621133740650083,0.5172720626622923,-0.17427035569764968,0.17686431890518617,0.031491462499999484
2020-05-19,-0.08097836926008764,0.3230777683392367,-0.07982560861638398,-0.012644370812197606,-0.3627854966379849,0.14791409421777957,0.4649304661499459,-0.02665922246445072,0.17782520521858697,0.06433377047714048
2020-05-20,-0.09200970983609982,0.3402306438769343,-0.015490838421405782,-0.04970998704449817,-0.3382152615841765,0.08437723801335291,0.44009739639121714,0.017267635512245093,0.19632191976324298,0.06318505031647477
2020-05-21,-0.12638895782242787,0.27585368527005055,-0.03810416666257354,0.017968147743572947,-0.3506058623017921,0.12152827841395093,0.4042542822691216,0.01739263793360027,0.19762851895977493,0.05502435856074808
2020-05-22,-0.12666907194682755,0.2639784221485357,-0.07496575618223653,0.03611051638606722,-0.36862121822852334,0.12311883575207035,0.4000869980003016,-0.006264221457921366,0.172302523014155,0.09852290344701575
2020-05-23,-0.09379660339738652,0.15676678630168656,-0.04287163290429051,0.06223089790953344,-0.33358611224762524,0.16895038000945778,0.3623304104212107,0.008770225119834727,0.11048283744989836,0.09736788299701421
2020-05-24,0.007303205119332203,0.32223248386449876,0.05976022969718092,-0.11083123475691169,-0.2758391052159822,0.23462618796450532,0.39980793398961995,-0.08408080160989528,0.01670600410998937,0.05838978091345534
2020-05-25,0.09660619560794258,0.34853830996242974,0.16232945024756365,-0.16533454019866203,-0.2872563251046132,0.43466625723185054,0.3912019174190643,-0.17395601389119555,-0.07872414976430753,0.10934910930202982
2020-05-26,0.055306419144029034,0.296447088604396,0.2791121322766232,-0.0414760006262403,-0.32819205045436256,0.4271485933856814,0.42417864272892364,-0.09973485462010649,-0.0464417513821074,0.21730225065012831
2020-05-27,0.06296147723100881,0.3389822884139465,0.26509796734392427,-0.012662785314842925,-0.3263625260296573,0.42766696899267514,0.42690556795686213,-0.0870902392153168,-0.07796040708027037,0.21639179856479446
2020-05-28,0.11805731777270917,0.3500022387161056,0.18047737356396673,0.03492831944628507,-0.3638796631798799,0.5212445811181581,0.42575088351231716,-0.1118536610798181,-0.10212884624903416,0.21193927297131135
2020-05-29,0.09959647930492377,0.367774258288306,0.14720238162259727,0.08797582731552057,-0.4319092877495213,0.5263266492242901,0.40433799517625535,-0.10844177351340603,-0.142773860128532,0.1863818684786662
2020-05-30,0.056334953521152066,0.38988261874783214,0.15542234662144988,0.08613660802144586,-0.386765940607028,0.5404696924660272,0.3659926083048327,-0.12606853064387466,-0.274697842195793,0.19401035450829068
2020-05-31,0.127716941072837,0.4916360677504247,0.14019303165319053,0.054147432244770824,-0.4270418184460283,0.46880766752023134,0.31663277914831256,-0.14846155591992602,-0.1782519084522187,0.14689894255075214
2020-06-01,0.17825903951352495,0.5044101982640105,-0.001007502431699622,0.02581088134603712,-0.47038945930565473,0.5895165091127056,0.158188138462839,-0.17051604857821062,-0.12905282482988115,0.14149184691186348
2020-06-02,0.13615597866998996,0.4836369940800624,0.058434731478804555,0.021925824218455427,-0.4393649532628389,0.5737242075974103,0.1795156963418216,-0.1778467092202479,-0.18309668949172733,0.15072303800328124
2020-06-03,0.18250076498861725,0.37865383373591566,0.07083314239691932,0.0995545814096045,-0.4038277660613513,0.6864771870322602,0.22094781569196073,-0.03931873154507183,-0.116879479739429,0.15165130127787793
2020-06-04,0.14173403165863765,0.43445886162548386,0.21489810916742536,0.13045362742948338,-0.3405112638023288,0.7792536535681333,0.2467900463354927,-0.060060003054937534,-0.05933281429398816,0.0604244267054355
2020-06-05,0.14174578334362456,0.48134549535841775,0.2771882823793777,0.16655380169262354,-0.3270854225354113,0.7775428400592798,0.23444285711008273,-0.019634295464301007,-0.0507528411619253,0.04591395245947381
2020-06-06,0.13506984256538765,0.5452316614631365,0.31945082054177953,0.22813486373590744,-0.27546200815692207,0.8797768352028164,0.26634968626566835,-0.005346704922745794,0.008006864502075947,0.0950704440705198
2020-06-07,0.21006597717866526,0.4224934107678805,0.1215335802202043,0.24792638372894715,-0.24902215202733133,0.6732758992363546,0.19614275892750635,-0.015285132744300286,-0.015024628837054804,0.14399040780695738
2020-06-08,0.13897259135637266,0.4752251175887049,-0.025512044989944912,0.32022234035438624,-0.22842926776286204,0.6903567692306951,0.12895472443637188,-0.1658322885968089,-0.013490007102169374,0.18436518313189718
2020-06-09,0.04346069864511487,0.4016844416618431,-0.028268538249672022,0.35227298302710264,-0.25164808680752304,0.6192407702198598,0.21640914055840715,-0.1660419733641548,-0.006560912696432568,0.2492127160501887
